Field_ID,Year,Crop,Previous_Crop,Soil_pH,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Organic_Matter,Rainfall,Avg_Temperature,NDVI,Irrigation,Fertilizer_Type,Yield,Recommended_Next_Crop,Sustainable_Practice
560,2022,Maize,Maize,7.4,49,20,143,3.5,774,28.5,0.7,Sprinkler,Chemical,10.7,Wheat,Cover crop
598,2023,Soybean,Wheat,6.3,30,18,125,3.1,572,24.3,0.79,Drip,None,7.97,Wheat,Compost
600,2018,Maize,Soybean,6.2,47,18,154,3.5,744,29.5,0.72,None,Chemical,10.44,Wheat,Cover crop
305,2023,Wheat,Soybean,6.3,51,30,150,3.5,495,25.7,0.6,Drip,None,7.13,Legume,Cover crop
376,2020,Legume,Legume,7.2,47,16,121,3.9,617,29.7,0.73,Sprinkler,None,8.58,Rice,Reduced tillage
499,2019,Rice,Barley,6.9,33,15,158,3.5,771,28.7,0.72,Drip,None,8.83,Wheat,Cover crop
525,2018,Barley,Wheat,7.1,36,15,159,3.8,621,22.0,0.65,None,None,6.94,Legume,Compost
523,2021,Maize,Wheat,6.2,40,30,122,2.5,506,22.0,0.66,None,Chemical,8.02,Wheat,Compost
564,2018,Maize,Wheat,5.6,53,26,140,3.9,586,18.2,0.77,Sprinkler,Organic,11.42,Wheat,Cover crop
331,2022,Barley,Wheat,7.3,31,25,131,3.4,792,21.2,0.61,Drip,Chemical,7.09,Legume,Compost
551,2019,Legume,Maize,6.0,35,21,131,3.5,442,29.1,0.72,None,None,7.08,Maize,Compost
364,2023,Legume,Maize,6.0,30,21,145,3.4,522,19.6,0.8,Drip,Organic,8.38,Barley,Cover crop
557,2020,Legume,Legume,6.9,60,23,139,3.2,735,28.4,0.55,Sprinkler,Organic,7.5,Barley,Cover crop
162,2018,Legume,Rice,7.3,53,15,155,3.2,594,23.8,0.63,None,None,7.24,Soybean,Reduced tillage
474,2019,Soybean,Legume,7.1,46,24,134,3.2,799,18.8,0.57,Sprinkler,None,6.9,Maize,Reduced tillage
480,2021,Wheat,Maize,6.3,45,25,121,3.1,560,18.7,0.61,Sprinkler,Chemical,7.05,Legume,Cover crop
560,2018,Rice,Maize,7.1,53,30,155,3.6,547,29.8,0.64,Drip,Organic,8.86,Wheat,Cover crop
589,2019,Rice,Maize,6.2,57,22,120,2.9,739,25.8,0.75,None,None,9.66,Wheat,Compost
326,2019,Maize,Maize,6.3,49,19,148,2.7,664,23.6,0.58,Sprinkler,Chemical,8.34,Wheat,Compost
482,2018,Wheat,Barley,6.9,40,17,124,2.5,495,24.8,0.7,Sprinkler,Chemical,7.29,Legume,Compost
106,2022,Barley,Rice,6.2,44,26,160,3.1,779,22.3,0.79,Sprinkler,Organic,9.24,Legume,Cover crop
489,2021,Wheat,Maize,7.3,31,22,130,3.8,474,27.4,0.62,None,Organic,6.28,Legume,Reduced tillage
155,2019,Barley,Soybean,7.0,36,19,125,3.7,517,27.2,0.77,Sprinkler,None,8.12,Legume,Compost
475,2019,Barley,Soybean,6.3,36,15,128,3.4,749,18.0,0.63,Sprinkler,Chemical,7.35,Legume,Reduced tillage
114,2019,Wheat,Rice,6.2,31,15,131,3.0,601,25.1,0.57,Drip,None,5.72,Legume,None
462,2019,Maize,Legume,7.1,38,22,153,3.2,554,20.8,0.76,None,Chemical,9.71,Wheat,Cover crop
217,2020,Barley,Rice,5.8,45,28,135,2.5,776,25.0,0.79,Drip,None,8.87,Legume,Compost
577,2023,Maize,Soybean,5.8,51,22,158,3.2,597,23.8,0.74,Sprinkler,Organic,10.5,Wheat,Cover crop
146,2019,Barley,Wheat,6.0,57,15,134,4.0,585,27.3,0.7,Drip,None,8.95,Legume,Compost
228,2018,Soybean,Wheat,5.7,48,30,155,3.0,713,22.4,0.73,None,Organic,8.37,Rice,Cover crop
364,2022,Soybean,Maize,6.6,39,15,154,3.5,672,27.2,0.76,Sprinkler,Chemical,8.81,Rice,Reduced tillage
357,2018,Maize,Legume,6.6,40,19,124,2.7,426,18.6,0.62,None,Chemical,7.44,Wheat,Compost
237,2022,Legume,Soybean,6.9,57,26,142,3.4,607,21.1,0.78,None,None,9.06,Maize,Cover crop
366,2021,Wheat,Maize,6.7,53,16,155,3.7,681,24.6,0.62,None,Organic,7.79,Legume,Compost
417,2020,Wheat,Maize,7.0,32,28,156,3.3,423,28.9,0.69,None,Chemical,6.82,Legume,None
205,2023,Legume,Rice,7.2,34,23,138,3.1,494,29.5,0.63,Drip,None,6.34,Soybean,None
437,2021,Maize,Maize,6.2,41,17,150,2.7,543,29.4,0.69,Drip,Organic,8.94,Wheat,Compost
450,2019,Rice,Wheat,7.3,48,23,137,3.1,630,20.7,0.61,None,Chemical,7.87,Wheat,Cover crop
462,2022,Soybean,Soybean,6.5,51,15,147,3.6,650,21.7,0.7,None,Organic,8.39,Maize,None
116,2019,Legume,Barley,6.4,50,16,121,3.6,629,27.1,0.58,Drip,Chemical,7.56,Barley,Cover crop
557,2019,Maize,Maize,7.4,51,27,156,3.4,721,28.8,0.78,None,Organic,11.11,Wheat,Cover crop
375,2018,Soybean,Barley,6.1,50,24,144,3.5,568,21.1,0.72,None,Chemical,8.49,Legume,Reduced tillage
594,2019,Barley,Rice,7.5,31,28,159,2.6,684,20.2,0.73,Drip,Organic,7.59,Legume,Compost
182,2023,Barley,Soybean,7.1,52,17,155,3.1,627,24.2,0.59,Sprinkler,Organic,7.22,Legume,None
348,2020,Rice,Legume,6.4,52,26,157,2.9,684,22.8,0.66,Drip,Organic,8.94,Wheat,Compost
439,2022,Soybean,Soybean,6.7,44,18,125,3.7,717,28.9,0.72,Drip,Organic,8.85,Barley,Cover crop
372,2023,Rice,Wheat,7.4,36,21,150,3.4,633,21.1,0.66,Sprinkler,Chemical,8.17,Wheat,Cover crop
493,2021,Legume,Maize,5.8,42,18,134,3.1,572,29.5,0.73,None,Chemical,7.97,Soybean,Cover crop
348,2023,Rice,Maize,5.6,50,20,154,2.7,764,18.3,0.63,Sprinkler,Chemical,8.54,Wheat,Compost
464,2022,Rice,Maize,7.0,38,17,135,3.9,473,21.4,0.7,Sprinkler,None,8.27,Wheat,Cover crop
472,2019,Maize,Legume,7.1,39,17,137,2.8,579,24.2,0.64,Drip,Chemical,8.48,Wheat,Compost
477,2023,Wheat,Soybean,5.9,36,19,142,2.6,669,29.1,0.65,Sprinkler,Organic,6.83,Legume,Compost
561,2022,Maize,Wheat,6.2,31,21,136,3.5,438,22.3,0.63,Sprinkler,Organic,7.61,Wheat,Cover crop
491,2019,Legume,Barley,5.9,48,24,129,3.3,580,28.0,0.79,None,Chemical,9.04,Wheat,None
106,2021,Rice,Legume,7.0,32,23,158,3.7,602,21.5,0.61,Sprinkler,None,7.09,Wheat,Cover crop
353,2023,Wheat,Maize,7.1,34,24,131,2.8,544,18.8,0.66,Sprinkler,Chemical,6.8,Legume,Compost
401,2023,Maize,Legume,7.0,60,18,149,2.6,586,20.0,0.63,Sprinkler,Chemical,9.44,Wheat,Compost
107,2022,Wheat,Wheat,5.8,45,18,150,2.8,419,24.8,0.68,None,None,6.79,Legume,Compost
328,2018,Legume,Barley,6.0,32,26,130,2.7,787,27.5,0.75,Sprinkler,Chemical,8.14,Wheat,Compost
342,2022,Rice,Legume,5.9,58,27,125,3.1,523,23.1,0.69,Drip,Chemical,9.58,Wheat,Cover crop
443,2021,Legume,Legume,6.2,30,24,140,3.1,598,18.1,0.74,None,Organic,7.36,Soybean,Reduced tillage
298,2023,Legume,Legume,6.5,39,20,155,3.4,434,24.3,0.79,Drip,None,8.31,Wheat,Reduced tillage
569,2023,Rice,Maize,6.2,39,21,127,2.8,460,19.1,0.59,Drip,Organic,6.75,Wheat,Compost
127,2021,Legume,Soybean,6.1,45,21,156,3.6,690,28.1,0.62,Sprinkler,Chemical,7.71,Barley,Cover crop
110,2019,Wheat,Legume,5.9,56,30,157,3.4,607,18.9,0.68,Sprinkler,None,8.25,Legume,Reduced tillage
416,2021,Rice,Rice,5.6,43,23,138,3.8,705,20.5,0.56,Drip,Chemical,7.96,Wheat,Cover crop
326,2021,Legume,Legume,5.7,60,15,144,3.4,478,22.7,0.56,Drip,None,7.09,Barley,None
211,2020,Rice,Soybean,5.6,47,25,126,3.2,535,21.6,0.79,None,Organic,9.54,Wheat,Cover crop
577,2022,Maize,Soybean,6.6,35,22,142,3.0,600,20.7,0.6,Sprinkler,None,7.35,Wheat,Cover crop
535,2021,Wheat,Rice,6.5,49,16,138,3.8,506,24.4,0.57,None,None,6.56,Legume,None
211,2018,Wheat,Soybean,7.4,50,26,121,3.2,606,19.5,0.55,Drip,Organic,6.83,Legume,None
360,2021,Wheat,Legume,6.4,31,30,135,4.0,515,24.7,0.75,None,Organic,7.81,Legume,Reduced tillage
128,2018,Barley,Wheat,5.7,49,19,127,3.5,684,22.2,0.56,Sprinkler,Organic,7.07,Legume,Compost
337,2022,Maize,Barley,6.5,50,22,144,3.9,531,28.8,0.7,Sprinkler,Chemical,10.4,Wheat,Cover crop
425,2018,Wheat,Barley,6.4,37,22,153,3.6,796,27.1,0.72,None,Organic,8.18,Legume,Reduced tillage
194,2019,Soybean,Maize,6.4,40,30,128,3.2,419,22.0,0.58,Sprinkler,Chemical,6.21,Wheat,Cover crop
587,2022,Legume,Barley,6.4,31,28,159,3.1,794,27.9,0.66,Drip,Chemical,7.48,Legume,None
380,2022,Rice,Wheat,5.9,30,23,152,2.8,654,19.6,0.78,Drip,Organic,8.93,Wheat,Compost
318,2019,Maize,Barley,6.2,46,27,142,3.2,656,29.3,0.7,None,Chemical,9.72,Wheat,Cover crop
339,2023,Wheat,Rice,7.0,48,30,142,2.5,511,24.3,0.75,Drip,Organic,8.3,Legume,Compost
129,2020,Maize,Barley,6.6,32,26,133,2.6,403,18.1,0.64,Sprinkler,None,6.93,Wheat,Compost
290,2023,Maize,Soybean,6.9,40,24,131,3.0,603,18.8,0.78,None,Organic,9.9,Wheat,Cover crop
327,2022,Soybean,Maize,7.3,57,29,144,2.5,796,24.3,0.79,None,Chemical,9.55,Rice,Compost
448,2022,Barley,Wheat,7.4,42,26,134,3.5,587,19.8,0.72,Drip,Organic,8.35,Legume,Reduced tillage
488,2023,Rice,Wheat,6.0,52,20,140,3.4,697,18.3,0.74,Sprinkler,Organic,10.03,Wheat,Cover crop
464,2018,Wheat,Barley,7.4,59,25,155,3.4,440,26.5,0.68,Drip,None,8.22,Legume,Reduced tillage
244,2020,Soybean,Rice,6.9,56,22,139,3.5,561,25.1,0.71,None,None,8.27,Barley,None
489,2022,Soybean,Maize,6.7,52,22,160,3.3,452,29.7,0.66,Sprinkler,Chemical,7.85,Barley,Compost
170,2018,Legume,Wheat,5.6,44,22,141,3.4,439,20.4,0.73,Sprinkler,Chemical,8.2,Rice,Cover crop
431,2020,Soybean,Wheat,7.1,46,19,129,2.9,507,27.5,0.55,Drip,Organic,6.23,Soybean,Compost
359,2022,Barley,Soybean,7.3,56,25,148,2.8,512,25.3,0.62,Sprinkler,Chemical,7.49,Legume,Compost
104,2022,Soybean,Soybean,5.6,51,27,130,3.6,591,27.5,0.7,None,Chemical,8.43,Legume,Reduced tillage
532,2020,Maize,Barley,7.1,60,25,146,3.4,462,23.6,0.59,None,Chemical,8.85,Wheat,Cover crop
132,2019,Rice,Legume,6.5,47,21,150,2.8,512,28.8,0.56,Drip,Organic,6.99,Wheat,Compost
194,2021,Rice,Maize,6.4,52,17,127,3.3,540,24.6,0.68,None,Chemical,8.81,Wheat,Cover crop
177,2022,Wheat,Barley,7.2,39,16,156,2.5,485,22.1,0.63,Sprinkler,Chemical,6.46,Legume,Compost
362,2019,Soybean,Rice,5.9,33,21,121,2.8,415,29.5,0.66,None,Organic,6.16,Soybean,Compost
255,2018,Soybean,Legume,6.0,51,23,120,3.7,449,23.0,0.79,Sprinkler,Chemical,9.41,Barley,Compost
441,2018,Legume,Rice,7.4,49,22,132,3.2,717,24.4,0.64,Drip,None,7.75,Wheat,Reduced tillage
464,2023,Legume,Wheat,7.1,39,27,140,2.9,453,24.8,0.74,None,None,7.21,Maize,Compost
548,2018,Rice,Wheat,6.2,51,25,121,2.6,440,23.3,0.7,Sprinkler,Organic,8.44,Wheat,Compost
327,2022,Soybean,Wheat,7.2,39,29,160,3.6,405,28.3,0.65,None,Chemical,6.89,Wheat,Cover crop
580,2021,Rice,Soybean,6.7,44,24,154,3.5,419,29.7,0.78,None,Organic,9.16,Wheat,Cover crop
503,2019,Rice,Wheat,6.9,50,23,151,2.5,771,27.0,0.55,Drip,None,7.27,Wheat,Compost
473,2020,Rice,Barley,6.3,40,19,150,2.8,685,21.0,0.57,None,None,6.57,Wheat,Compost
475,2020,Barley,Barley,7.2,34,17,152,3.6,674,23.4,0.55,Drip,None,6.14,Legume,Compost
451,2020,Soybean,Soybean,5.6,49,28,125,2.8,407,20.9,0.56,Sprinkler,Organic,6.12,Soybean,Compost
411,2021,Barley,Soybean,5.9,40,16,128,4.0,720,23.5,0.62,Sprinkler,None,7.35,Legume,Cover crop
539,2022,Wheat,Legume,7.0,41,23,140,3.4,676,18.3,0.58,Sprinkler,Organic,6.79,Legume,Compost
509,2019,Legume,Rice,6.7,46,27,123,3.2,581,18.7,0.77,Sprinkler,None,8.51,Maize,Reduced tillage
504,2018,Maize,Wheat,7.1,54,20,129,2.5,509,27.4,0.79,Drip,Chemical,11.07,Wheat,Compost
505,2019,Barley,Wheat,5.9,48,29,152,3.0,628,29.2,0.77,None,None,8.36,Legume,None
293,2018,Wheat,Maize,6.6,33,18,153,3.1,403,27.2,0.75,None,Organic,7.22,Legume,Reduced tillage
291,2020,Wheat,Maize,5.6,48,27,131,3.4,492,27.4,0.72,Drip,Chemical,8.58,Legume,None
491,2021,Wheat,Rice,5.5,39,25,144,2.8,582,22.3,0.58,Drip,None,6.1,Legume,Compost
590,2018,Rice,Barley,7.3,48,26,151,3.0,690,27.4,0.63,Sprinkler,Organic,8.26,Wheat,Cover crop
474,2018,Soybean,Soybean,6.0,48,16,147,3.0,768,28.4,0.68,None,Organic,7.97,Maize,Compost
129,2023,Barley,Barley,6.5,55,28,145,2.6,737,19.3,0.68,Drip,None,8.22,Legume,Compost
533,2018,Rice,Soybean,6.7,54,15,120,3.1,681,18.5,0.77,None,None,9.69,Wheat,Cover crop
292,2020,Rice,Rice,6.4,55,25,131,2.7,610,20.3,0.7,None,Organic,8.86,Wheat,Compost
232,2023,Soybean,Soybean,7.4,41,15,148,3.2,565,21.7,0.68,Sprinkler,Organic,7.51,Wheat,Compost
507,2020,Barley,Maize,6.7,48,29,151,3.9,748,28.7,0.58,Drip,None,7.5,Legume,Compost
576,2023,Barley,Wheat,6.5,39,19,130,2.7,400,27.4,0.8,Drip,Organic,8.22,Legume,Compost
210,2021,Wheat,Wheat,5.7,40,20,135,2.8,467,27.1,0.58,Drip,None,5.92,Legume,Compost
427,2018,Soybean,Wheat,6.5,36,25,134,3.3,498,18.2,0.67,Sprinkler,Organic,7.05,Soybean,None
321,2018,Barley,Wheat,6.0,40,18,137,3.4,734,20.5,0.78,None,None,8.47,Legume,Reduced tillage
554,2021,Legume,Wheat,7.3,41,30,129,3.6,426,26.2,0.6,None,Chemical,6.51,Legume,None
351,2021,Legume,Maize,7.4,46,28,142,3.3,607,20.8,0.56,None,Organic,6.45,Rice,Cover crop
358,2018,Maize,Wheat,7.5,51,21,153,3.2,697,27.1,0.62,Drip,None,9.13,Wheat,Cover crop
446,2020,Wheat,Legume,6.2,54,30,142,3.1,570,28.1,0.72,Sprinkler,Organic,8.58,Legume,Reduced tillage
580,2019,Maize,Barley,7.1,32,17,130,3.3,721,18.1,0.79,Sprinkler,None,10.0,Wheat,Cover crop
340,2021,Legume,Wheat,5.7,56,20,151,3.2,459,23.5,0.63,Drip,Organic,7.7,Soybean,None
519,2021,Rice,Wheat,5.8,52,29,151,3.6,779,21.4,0.73,Drip,None,10.12,Wheat,Cover crop
277,2021,Soybean,Rice,6.1,60,30,141,4.0,707,24.3,0.62,Sprinkler,None,8.36,Maize,Reduced tillage
574,2022,Wheat,Barley,7.4,55,18,131,3.4,587,22.2,0.62,Drip,Chemical,8.07,Legume,None
576,2019,Soybean,Maize,6.3,31,29,126,3.5,555,28.2,0.78,None,None,7.71,Wheat,Cover crop
236,2021,Legume,Soybean,5.8,39,16,136,3.0,528,21.9,0.75,None,Organic,7.73,Maize,Cover crop
222,2022,Maize,Rice,6.1,34,23,148,2.8,698,19.6,0.74,None,Chemical,9.32,Wheat,Compost
117,2023,Wheat,Barley,6.2,32,21,158,3.8,442,26.1,0.6,None,None,5.88,Legume,None
469,2021,Wheat,Soybean,6.6,54,19,142,3.5,444,28.9,0.69,Drip,Organic,8.37,Legume,Compost
577,2019,Maize,Maize,5.7,40,21,125,3.9,787,20.6,0.71,Drip,Chemical,10.75,Wheat,Cover crop
114,2019,Soybean,Wheat,6.7,57,18,154,2.6,673,22.4,0.61,Drip,None,7.45,Legume,Compost
497,2021,Legume,Soybean,6.5,60,18,155,3.2,459,23.7,0.69,Drip,None,8.31,Barley,None
322,2020,Maize,Barley,6.0,57,27,155,3.0,702,19.8,0.57,Sprinkler,Organic,8.85,Wheat,Cover crop
494,2020,Legume,Barley,7.1,42,19,148,3.6,545,19.9,0.7,Sprinkler,None,7.71,Maize,Cover crop
301,2018,Wheat,Maize,6.5,33,18,126,3.2,553,18.2,0.73,Drip,Organic,7.74,Legume,None
218,2021,Soybean,Barley,5.6,34,18,149,3.6,465,18.6,0.78,Sprinkler,Chemical,8.36,Wheat,Cover crop
314,2023,Maize,Wheat,6.3,48,25,152,3.9,426,28.0,0.66,None,Organic,9.03,Wheat,Cover crop
303,2023,Rice,Rice,6.5,53,23,124,3.5,596,29.9,0.56,Drip,Organic,7.96,Wheat,Cover crop
274,2022,Legume,Legume,7.0,47,24,160,3.7,536,26.0,0.62,None,Chemical,7.32,Legume,None
250,2020,Maize,Barley,6.3,53,24,140,2.7,613,22.0,0.59,Drip,Chemical,8.77,Wheat,Compost
586,2021,Maize,Wheat,6.2,35,25,137,2.6,638,28.0,0.8,None,None,9.39,Wheat,Compost
141,2019,Rice,Barley,7.4,47,28,153,3.1,600,20.6,0.63,Sprinkler,Organic,8.05,Wheat,Cover crop
275,2021,Legume,Legume,6.7,59,30,124,2.5,588,25.8,0.64,Sprinkler,Organic,7.72,Maize,Compost
323,2023,Maize,Soybean,5.9,39,20,133,3.0,494,24.4,0.68,Drip,None,8.49,Wheat,Cover crop
567,2018,Soybean,Maize,6.2,55,21,145,2.8,490,21.9,0.79,Drip,None,8.96,Barley,Compost
195,2018,Wheat,Legume,6.0,52,23,152,3.2,479,23.0,0.64,Drip,Chemical,7.78,Legume,Cover crop
511,2019,Wheat,Legume,6.3,34,30,143,3.2,498,20.9,0.73,None,None,7.1,Legume,None
149,2018,Legume,Legume,6.7,37,28,155,3.4,479,25.4,0.72,Drip,Chemical,7.95,Barley,Cover crop
187,2023,Maize,Maize,6.8,41,20,135,3.0,664,25.6,0.72,Sprinkler,Chemical,9.83,Wheat,Cover crop
221,2022,Maize,Legume,6.8,39,27,123,3.2,698,29.6,0.65,Sprinkler,Organic,8.84,Wheat,Cover crop
536,2018,Soybean,Soybean,6.1,33,21,158,3.1,757,18.6,0.72,Drip,Organic,8.02,Soybean,Cover crop
538,2023,Wheat,Soybean,5.9,55,19,140,3.9,533,22.7,0.68,Sprinkler,Organic,8.56,Legume,Reduced tillage
203,2019,Soybean,Rice,5.7,59,28,155,3.7,584,20.3,0.76,Drip,Organic,9.81,Barley,Compost
112,2022,Legume,Soybean,7.0,44,19,150,3.4,631,19.8,0.56,None,Chemical,6.58,Rice,Cover crop
253,2018,Wheat,Legume,6.1,42,23,123,3.3,707,24.5,0.79,None,Chemical,8.99,Legume,Cover crop
361,2022,Soybean,Rice,7.0,34,23,143,2.7,458,22.7,0.77,Sprinkler,None,7.38,Legume,Compost
598,2018,Wheat,Legume,6.5,46,20,158,3.0,722,24.7,0.71,None,None,7.84,Legume,Cover crop
434,2019,Wheat,Legume,6.2,58,24,147,2.9,526,24.7,0.74,Sprinkler,Chemical,8.98,Legume,Compost
596,2022,Legume,Barley,6.0,44,28,157,3.9,451,23.6,0.56,Drip,Organic,6.65,Legume,Cover crop
454,2020,Maize,Maize,6.4,51,18,158,3.5,594,20.7,0.74,Sprinkler,Organic,10.68,Wheat,Cover crop
513,2023,Rice,Legume,6.2,32,23,160,3.9,510,22.9,0.66,Sprinkler,Chemical,7.93,Wheat,Cover crop
466,2023,Barley,Wheat,6.2,52,25,131,2.6,420,27.4,0.59,Drip,None,6.45,Legume,Compost
196,2020,Barley,Soybean,5.5,55,30,146,3.7,659,29.7,0.61,Sprinkler,None,7.74,Legume,None
227,2020,Soybean,Rice,5.6,53,30,157,3.2,530,18.7,0.76,Drip,Chemical,9.27,Barley,Compost
489,2021,Soybean,Soybean,7.2,49,19,140,3.7,695,20.8,0.61,Sprinkler,Chemical,7.88,Barley,Compost
258,2021,Barley,Wheat,5.5,35,15,159,3.2,540,22.7,0.6,Sprinkler,Organic,6.29,Legume,None
561,2023,Soybean,Legume,7.3,40,28,128,3.5,722,23.7,0.58,None,None,6.49,Soybean,Cover crop
558,2019,Barley,Legume,6.0,56,22,160,3.8,411,20.9,0.64,Drip,Organic,8.03,Legume,None
363,2020,Rice,Soybean,6.0,49,17,144,3.5,453,20.3,0.62,Sprinkler,Organic,7.94,Wheat,Cover crop
219,2019,Maize,Rice,6.3,59,17,144,3.9,718,24.0,0.68,None,Chemical,10.88,Wheat,Cover crop
178,2019,Soybean,Wheat,5.8,40,30,139,3.3,578,27.4,0.59,Drip,Organic,6.71,Wheat,None
539,2019,Barley,Barley,5.7,46,15,153,3.0,539,20.1,0.74,None,Organic,8.01,Legume,Reduced tillage
413,2023,Rice,Wheat,5.6,45,23,156,3.7,509,22.1,0.79,Drip,None,9.84,Wheat,Cover crop
554,2021,Rice,Maize,7.4,58,19,122,3.2,437,19.4,0.62,Drip,Chemical,8.58,Wheat,Cover crop
331,2022,Rice,Legume,7.4,33,15,135,2.8,470,20.0,0.55,Drip,None,5.76,Wheat,Compost
448,2019,Barley,Wheat,6.1,52,25,139,2.8,433,19.7,0.71,Drip,Chemical,8.23,Legume,Compost
105,2023,Wheat,Barley,6.1,39,22,148,3.3,545,18.8,0.7,Sprinkler,Chemical,7.78,Legume,Reduced tillage
315,2018,Rice,Legume,7.2,37,23,122,3.1,440,28.7,0.56,Drip,Chemical,6.52,Wheat,Cover crop
196,2019,Barley,Soybean,5.9,44,18,152,2.8,512,27.8,0.65,None,Chemical,6.96,Legume,Compost
171,2022,Barley,Rice,7.5,53,17,149,3.7,557,24.7,0.57,Drip,None,7.15,Legume,Reduced tillage
213,2020,Maize,Legume,5.7,42,16,129,2.8,724,29.9,0.63,Drip,Chemical,8.93,Wheat,Compost
571,2021,Barley,Rice,7.4,34,30,125,3.3,581,26.8,0.61,None,None,6.11,Legume,Compost
464,2023,Barley,Rice,7.3,49,29,154,4.0,408,24.7,0.68,Drip,None,7.94,Legume,None
363,2021,Rice,Barley,6.8,37,21,147,3.4,692,21.6,0.74,Sprinkler,Organic,9.14,Wheat,Cover crop
440,2020,Rice,Maize,5.6,31,21,140,2.7,431,21.6,0.79,None,None,7.88,Wheat,Compost
526,2020,Rice,Barley,6.8,37,22,135,2.6,668,23.2,0.72,Sprinkler,Chemical,8.55,Wheat,Compost
395,2019,Maize,Soybean,6.9,52,19,137,3.4,649,27.0,0.58,Drip,None,8.69,Wheat,Cover crop
338,2021,Maize,Barley,7.3,56,18,120,2.9,403,29.2,0.77,None,Chemical,10.4,Wheat,Compost
241,2018,Legume,Soybean,5.6,49,29,145,2.7,456,24.3,0.69,Drip,Organic,7.69,Wheat,Compost
242,2019,Barley,Barley,5.7,39,19,124,3.4,695,27.7,0.59,Drip,None,6.76,Legume,Compost
578,2020,Wheat,Barley,6.1,30,17,146,3.7,774,21.5,0.72,Drip,None,7.98,Legume,Compost
583,2021,Legume,Soybean,6.3,56,17,124,3.5,529,20.7,0.63,None,Organic,7.63,Maize,Cover crop
233,2022,Maize,Barley,5.8,53,19,130,2.8,760,25.3,0.65,Drip,Organic,9.82,Wheat,Compost
345,2019,Rice,Maize,7.0,56,29,126,3.8,790,26.9,0.69,Drip,Chemical,10.53,Wheat,Cover crop
557,2019,Rice,Legume,7.3,44,21,120,3.3,759,19.6,0.61,None,None,7.66,Wheat,Cover crop
303,2020,Barley,Wheat,5.5,52,20,142,3.7,738,21.4,0.66,Drip,Organic,8.68,Legume,None
443,2021,Rice,Soybean,7.4,45,19,150,3.6,762,21.8,0.6,Sprinkler,None,8.01,Wheat,Cover crop
168,2019,Legume,Rice,6.1,40,28,138,2.9,533,25.0,0.55,None,Organic,5.68,Soybean,Compost
416,2018,Maize,Barley,5.9,60,15,135,2.6,484,19.7,0.72,None,Chemical,10.04,Wheat,Compost
204,2021,Soybean,Soybean,6.2,43,21,121,3.4,732,18.5,0.66,Drip,Organic,8.02,Wheat,Compost
496,2022,Soybean,Wheat,7.3,60,28,139,3.0,588,18.8,0.67,Drip,Organic,8.52,Barley,Reduced tillage
456,2019,Wheat,Wheat,7.5,46,21,137,3.4,736,19.5,0.68,Drip,Chemical,8.57,Legume,Compost
487,2018,Rice,Soybean,7.2,56,20,159,3.5,472,28.5,0.56,Sprinkler,Chemical,7.84,Wheat,Cover crop
596,2022,Legume,Soybean,6.0,31,15,124,2.5,568,23.2,0.8,Sprinkler,Chemical,8.04,Rice,Compost
406,2018,Maize,Legume,6.4,38,27,139,3.0,742,19.8,0.79,Drip,Organic,10.75,Wheat,Cover crop
309,2023,Barley,Barley,7.1,52,28,156,3.2,632,29.5,0.7,Drip,Organic,8.61,Legume,Compost
418,2021,Maize,Soybean,6.4,34,21,125,3.0,796,29.6,0.65,Drip,Organic,8.81,Wheat,Cover crop
335,2022,Soybean,Barley,5.6,44,25,153,2.7,412,18.4,0.74,Drip,Chemical,8.02,Rice,Compost
285,2018,Maize,Soybean,7.5,45,22,150,3.5,756,24.5,0.68,None,Organic,9.66,Wheat,Cover crop
130,2019,Wheat,Legume,5.9,57,30,123,3.2,667,27.3,0.76,Sprinkler,None,9.15,Legume,None
370,2023,Maize,Maize,6.8,56,19,143,3.5,706,26.5,0.75,Sprinkler,Chemical,11.63,Wheat,Cover crop
332,2019,Maize,Maize,7.4,35,22,128,3.1,418,19.1,0.78,Drip,None,9.37,Wheat,Cover crop
302,2022,Legume,Legume,6.6,54,21,130,2.6,714,24.9,0.71,None,Chemical,8.43,Maize,Compost
207,2020,Barley,Maize,6.8,50,16,146,2.6,664,21.2,0.63,Sprinkler,Organic,7.35,Legume,Compost
348,2019,Rice,Barley,6.2,36,15,128,3.6,766,20.5,0.74,Drip,Organic,9.56,Wheat,Cover crop
250,2021,Legume,Rice,5.7,42,30,134,2.8,701,26.7,0.56,None,None,6.0,Maize,Compost
483,2021,Wheat,Wheat,6.5,56,20,151,2.9,499,29.7,0.66,Drip,Organic,7.95,Legume,Compost
543,2023,Rice,Soybean,6.0,32,18,143,3.8,628,25.8,0.76,Drip,None,9.07,Wheat,Cover crop
292,2018,Maize,Wheat,6.5,60,23,141,3.4,471,19.0,0.63,Drip,None,9.38,Wheat,Cover crop
344,2021,Maize,Barley,6.3,47,15,155,3.0,404,25.6,0.61,None,None,7.51,Wheat,Cover crop
174,2020,Maize,Soybean,6.1,48,26,132,3.4,492,18.1,0.77,Sprinkler,Organic,10.55,Wheat,Cover crop
267,2021,Wheat,Wheat,6.8,52,24,128,2.5,488,28.2,0.76,Sprinkler,Chemical,8.57,Legume,Compost
515,2019,Barley,Rice,6.4,31,29,125,2.6,761,27.7,0.78,Sprinkler,None,7.9,Legume,Compost
